planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/intersection/decision_state,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/intersection/ego_ttc,Less-Critical,Vehicle/System,0,0.1K,0
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/intersection/object_ttc,Less-Critical,Vehicle/System,0,0.1K,0
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/intersection/processing_time_ms,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/no_stopping_area,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/no_stopping_area/processing_time_ms,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/path,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/processing_time_detail_ms/blind_spot,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/processing_time_detail_ms/crosswalk,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/processing_time_detail_ms/detection_area,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/processing_time_detail_ms/intersection,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/processing_time_detail_ms/no_stopping_area,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/processing_time_detail_ms/run_out,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/processing_time_detail_ms/stop_line,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/processing_time_detail_ms/traffic_light,Less-Critical,Vehicle/System,0,0.1K,0
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/processing_time_detail_ms/virtual_traffic_light,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/processing_time_detail_ms/walkway,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/run_out,Less-Critical,Vehicle/System,10,0.1K,1KB/s
planning/scenario_planning/lane_driving/behavior_planning/behavior_velocity_planner/debug/run_out/accel_reason,Less-Critical,Vehicle/System,10,0.1K,1KB/s
